exam_duration_minutes,time_taken_to_start,tab_switch_count,fullscreen_exit_count,copy_paste_attempts,device_switch_count,ip_address_change,mouse_movement_speed,inactivity_time,question_skip_count,revisits_count,login_attempts,network_instability,webcam_disabled_flag,background_noise_flag,exam_time_remaining,typing_speed,answer_change_count,suspicious_activity_score,cheating_risk
128,5,7,0,0,1,0,574,111,9,34,2,1,0,0,22,29,23,10,0
49,1,7,1,0,0,0,422,104,5,6,1,0,0,0,21,46,5,9,1
30,3,3,0,0,0,0,659,33,0,0,1,1,0,0,19,39,0,4,0
83,7,4,2,1,0,0,594,112,10,13,2,0,0,1,26,39,25,9,0
102,2,2,2,0,0,0,505,78,3,4,3,0,0,0,22,48,9,7,0
30,2,1,0,1,1,0,600,32,0,0,1,0,0,1,20,34,4,4,0
42,6,5,2,0,1,0,491,147,8,18,4,3,0,0,23,32,4,12,1
59,4,5,2,3,0,0,667,78,3,11,1,1,0,0,2,42,11,11,1
30,1,4,2,1,0,0,415,91,0,0,2,1,0,1,17,38,0,9,1
77,3,4,2,1,0,0,537,134,5,16,2,0,0,0,21,44,17,9,0
57,6,4,1,0,0,0,452,57,5,17,3,0,0,1,0,35,16,8,0
52,7,5,2,0,1,0,403,74,5,23,4,3,0,0,5,45,12,12,1
55,1,3,0,1,0,0,522,158,0,5,3,1,0,0,2,47,5,7,1
48,3,4,2,0,0,0,515,80,1,4,1,1,0,1,0,40,0,7,0
37,1,5,0,2,1,0,473,122,0,1,1,1,1,0,27,26,0,9,1
66,2,6,1,0,0,0,441,47,7,26,1,0,1,0,20,38,0,8,0
55,2,2,2,2,1,0,574,112,0,9,2,2,0,0,6,50,9,9,1
92,5,6,2,2,0,1,599,68,8,31,2,4,1,0,15,35,26,12,1
82,9,8,3,1,0,0,708,213,5,17,1,2,1,1,24,33,22,13,1
30,0,3,0,1,1,0,514,92,0,0,4,0,1,0,20,37,0,9,1
116,5,9,3,1,1,0,752,99,10,21,1,0,0,0,6,46,17,15,1
71,0,4,3,0,1,0,388,50,2,12,1,2,0,0,28,40,6,9,1
36,0,4,2,1,0,0,385,100,4,8,1,0,0,0,26,33,6,8,0
51,8,6,0,1,0,0,501,100,4,15,3,1,1,0,41,36,6,10,1
30,1,4,1,1,0,0,413,136,0,3,2,0,0,1,14,38,1,8,1
62,5,6,0,2,1,0,720,136,12,20,4,1,1,0,17,33,11,13,1
30,1,1,0,1,0,0,571,87,0,0,1,0,0,0,20,44,0,3,0
30,3,5,0,1,1,0,654,32,1,2,1,0,0,0,20,52,0,8,0
76,6,3,1,0,0,0,555,143,7,28,3,1,1,0,13,41,19,7,1
90,1,3,2,1,1,0,598,89,7,17,1,0,1,0,8,47,19,8,1
75,3,3,1,0,0,0,579,83,0,6,2,3,0,0,10,34,10,6,1
30,1,1,0,1,0,0,651,27,0,4,1,0,0,1,10,38,0,3,0
83,4,0,0,0,0,0,518,59,4,26,1,0,1,0,19,34,13,1,0
69,8,4,1,1,2,0,549,121,3,20,1,1,0,1,21,34,12,9,1
86,4,7,6,0,0,0,383,146,1,18,1,1,0,0,31,43,10,14,0
80,2,2,4,1,0,0,353,111,4,23,2,0,0,0,11,43,13,9,0
52,2,6,1,0,0,0,577,52,0,0,1,1,1,0,5,50,0,8,0
77,3,4,3,1,0,0,532,66,13,19,1,1,0,0,13,41,18,9,0
30,1,5,2,0,0,0,468,63,0,5,1,1,0,0,20,48,1,8,0
95,7,5,2,1,0,0,699,158,10,34,1,3,1,1,16,36,17,9,1
30,6,2,0,0,0,0,731,35,0,1,1,0,0,0,15,27,8,3,0
48,5,4,1,1,0,0,590,83,2,11,1,0,0,0,13,37,6,7,0
30,0,0,0,0,0,0,448,83,6,3,1,1,0,1,2,39,5,1,0
101,3,6,3,0,1,0,623,87,11,31,2,1,0,0,33,33,21,12,1
107,5,7,2,2,0,1,568,97,7,17,1,0,0,0,13,45,19,12,1
85,3,4,0,1,0,0,523,91,8,21,1,2,1,0,16,41,5,6,1
65,0,6,1,1,1,0,554,55,4,15,2,0,0,0,7,40,13,11,1
69,2,5,2,0,0,0,600,52,9,19,1,0,0,1,29,42,8,8,1
65,1,6,2,3,1,0,320,91,1,13,1,0,0,1,37,39,4,13,1
30,4,3,1,0,0,0,556,82,0,0,2,1,0,0,20,42,0,6,1
30,1,2,0,0,0,0,578,115,0,0,1,1,0,0,20,48,0,3,0
30,1,3,2,0,0,1,548,49,0,0,1,0,0,0,16,45,2,6,0
62,8,6,2,1,0,0,635,72,4,16,2,0,0,0,12,52,5,11,0
72,5,3,3,1,0,0,756,112,5,19,2,2,0,0,34,43,10,9,1
51,2,1,1,2,0,0,546,100,1,0,3,2,0,0,10,38,4,7,1
85,0,9,0,1,0,1,445,2,4,26,1,0,0,0,27,51,10,11,1
56,7,3,2,0,0,0,747,142,7,15,4,0,1,1,21,40,9,9,1
30,2,3,0,0,0,0,549,51,1,4,1,3,0,0,0,39,3,4,0
30,1,6,0,1,0,0,538,37,0,0,1,1,0,0,9,42,0,8,0
30,1,6,2,2,0,0,399,106,0,0,3,2,1,0,20,33,1,13,1
96,2,0,2,1,0,0,525,43,2,12,1,1,0,0,2,50,11,4,0
81,6,1,3,0,0,0,591,93,7,18,1,0,0,0,0,29,20,5,0
30,1,6,0,0,0,0,446,59,2,0,2,1,0,1,13,41,5,8,0
57,4,3,1,0,0,0,495,55,0,10,1,0,1,0,11,44,8,5,0
64,7,4,1,3,0,0,485,107,8,10,4,1,0,0,9,44,17,12,1
101,3,7,2,0,0,0,516,82,13,27,1,2,0,0,7,53,21,10,0
57,2,9,0,0,0,0,565,74,2,4,1,0,0,0,19,47,0,10,0
76,3,3,3,0,0,1,482,77,2,7,1,2,0,0,6,42,10,7,1
91,9,1,2,0,0,0,722,153,3,26,1,1,0,0,5,44,15,4,0
30,1,2,4,1,1,0,563,58,5,0,1,1,0,0,20,40,0,9,1
41,0,6,2,0,0,0,498,64,7,8,1,1,0,0,13,40,8,9,1
30,4,3,0,1,2,1,516,112,2,3,1,0,0,0,13,44,15,7,1
35,0,4,0,0,0,0,505,65,0,0,1,0,0,0,20,42,0,5,0
112,1,3,2,1,0,0,494,63,10,24,2,0,0,0,16,40,16,8,0
93,4,3,4,1,0,0,415,86,4,20,1,0,0,1,24,48,19,9,0
81,4,5,0,0,0,0,767,80,7,18,2,1,0,0,35,27,17,7,0
30,2,2,0,1,0,1,436,53,4,3,3,1,0,0,14,40,8,6,1
73,4,4,0,1,0,0,555,73,5,10,3,1,0,0,0,40,9,8,0
61,2,5,2,1,1,1,494,178,4,19,1,3,0,0,29,42,9,10,1
52,4,4,1,0,1,0,581,101,0,15,1,1,0,0,27,38,2,7,1
56,3,2,0,1,0,0,570,80,4,16,2,0,0,1,8,36,0,5,0
30,4,4,1,0,0,0,615,113,0,0,1,0,0,0,20,43,0,6,0
71,2,2,3,2,0,0,402,102,2,10,1,0,0,0,18,32,14,8,0
95,7,8,1,1,0,0,657,111,13,33,1,2,0,0,21,41,24,11,1
85,2,5,0,2,1,0,517,96,6,20,2,0,0,0,11,32,28,10,1
71,5,2,3,0,0,0,729,123,8,23,3,0,0,0,1,34,23,8,0
77,0,3,1,1,0,0,494,93,6,27,1,0,0,1,11,52,11,6,1
46,4,6,2,0,0,0,478,65,1,10,1,1,0,0,14,36,14,9,1
30,6,2,3,1,0,0,630,41,3,9,3,0,1,0,9,38,7,9,0
70,6,3,1,0,0,0,770,105,8,21,1,0,0,1,22,39,21,5,0
69,1,8,1,0,0,0,652,33,3,5,1,3,0,0,17,54,6,10,1
43,1,2,4,0,0,0,426,76,0,5,1,0,0,0,20,49,7,7,0
86,4,2,2,0,1,0,441,140,7,23,3,0,0,0,4,44,8,8,1
54,2,5,1,0,0,0,407,57,4,14,2,0,0,1,8,49,21,8,0
96,2,4,1,0,0,0,461,63,9,17,1,0,0,0,8,45,10,6,0
40,2,4,1,1,0,0,549,70,2,9,1,1,0,0,23,43,6,7,0
52,1,2,3,2,0,0,407,93,0,4,2,0,0,0,28,42,3,9,0
73,3,4,0,0,0,0,500,92,6,8,1,2,0,0,10,36,11,5,1
88,7,5,1,0,0,0,684,118,10,24,1,0,0,1,14,31,16,7,0
68,5,8,0,1,0,0,518,49,5,17,1,0,0,0,0,42,12,10,0
40,5,3,4,0,0,0,512,46,7,10,1,1,0,1,17,40,0,8,1
66,2,5,4,0,0,0,472,120,5,8,4,1,0,0,5,53,10,13,1
30,4,3,1,0,0,0,619,29,0,5,1,1,0,0,3,34,2,5,0
51,1,5,2,1,0,0,586,47,6,24,2,0,0,0,12,36,3,10,1
39,7,3,1,2,0,0,696,67,7,7,2,1,0,1,21,35,8,8,0
64,3,4,2,0,0,0,434,106,9,35,1,1,0,0,16,38,19,7,0
70,0,3,2,0,0,0,400,15,4,15,1,0,0,0,12,49,10,6,0
93,2,4,0,0,0,0,606,30,10,22,1,2,1,0,34,42,16,5,1
108,6,6,2,0,0,0,431,118,13,31,1,0,0,0,0,48,30,9,0
41,1,3,0,0,0,0,469,30,6,16,2,0,0,0,0,43,3,5,0
38,3,1,0,0,0,0,492,46,0,0,2,1,0,1,12,34,10,3,0
61,1,5,0,0,0,0,472,108,4,13,1,1,0,1,19,33,19,6,0
62,2,3,1,0,0,0,465,84,1,6,1,0,0,0,15,44,13,5,0
72,4,4,0,0,1,1,518,155,1,15,2,3,0,0,20,48,12,7,1
30,1,5,0,2,0,0,438,127,1,5,1,1,0,0,20,53,5,8,0
76,2,3,0,0,0,1,572,137,5,21,3,1,0,0,12,45,16,6,1
55,2,7,2,1,0,0,500,89,4,18,1,0,0,1,23,34,9,11,1
30,0,4,3,1,0,0,620,62,0,0,4,2,0,0,20,55,0,12,1
31,3,1,2,0,0,0,568,103,1,11,1,1,0,0,8,39,3,4,0
82,1,2,0,1,1,0,559,52,3,18,2,0,0,0,8,49,9,6,0
88,6,5,3,1,0,0,620,93,3,27,1,1,0,1,25,45,9,10,0
46,0,3,0,0,0,0,505,82,0,1,1,3,0,1,36,35,5,4,1
33,2,1,1,1,0,0,654,75,3,3,1,0,0,0,7,41,18,4,0
65,4,5,0,0,0,0,604,85,12,25,2,0,0,0,6,38,15,7,1
47,4,5,0,0,1,0,573,133,0,2,4,0,0,0,8,40,10,10,1
75,1,4,1,2,0,1,405,115,0,16,1,0,1,1,9,33,3,8,1
82,0,6,2,0,0,0,556,104,5,15,1,1,0,0,4,33,8,9,0
78,0,2,2,0,0,0,459,51,3,21,1,0,0,0,7,38,12,5,0
44,6,3,1,0,1,0,360,84,3,15,1,2,0,0,2,37,17,6,0
30,3,8,1,0,0,0,626,118,0,5,1,0,0,0,0,52,0,10,1
96,6,2,3,2,1,0,506,107,9,29,1,2,0,0,8,47,13,9,1
47,4,5,1,0,0,0,462,101,1,14,1,1,0,0,22,36,0,7,0
49,5,7,1,1,1,0,441,93,2,10,1,1,0,0,2,48,1,11,1
107,5,5,0,1,0,0,754,59,10,26,2,1,0,0,0,38,23,8,0
73,7,7,3,3,2,0,548,198,9,12,1,0,1,1,35,34,12,16,1
37,1,7,0,0,1,0,451,69,1,0,1,2,0,0,20,29,0,9,1
32,0,4,2,1,0,0,436,100,0,13,2,0,0,0,0,41,5,9,0
65,0,6,1,1,0,0,510,20,4,13,1,1,0,0,11,40,8,9,0
45,2,2,0,0,0,0,520,52,0,5,1,1,0,0,16,42,15,3,0
30,4,2,0,0,0,0,573,124,0,1,4,0,1,0,20,41,0,6,1
88,6,4,0,0,0,0,549,41,9,11,3,0,0,0,25,34,11,7,0
96,3,6,1,0,0,0,644,114,8,7,2,1,0,0,15,32,15,9,1
65,11,4,0,1,1,0,547,202,2,22,3,2,1,0,22,37,11,9,1
58,10,4,2,0,0,0,754,207,6,11,1,6,0,0,40,45,13,7,1
71,6,4,2,2,1,1,518,114,4,10,1,1,0,0,34,31,10,10,1
82,7,6,1,2,0,0,641,113,7,19,2,3,0,0,9,41,21,11,1
33,7,1,2,0,0,0,703,88,0,16,3,0,0,0,23,35,4,6,0
36,0,6,2,0,0,0,557,92,6,7,1,0,0,0,13,38,0,9,0
58,2,3,1,1,0,0,532,83,0,5,2,0,0,1,22,34,13,7,0
99,1,5,0,1,0,0,478,66,5,19,3,1,0,1,27,43,8,9,0
72,0,5,1,0,0,1,507,11,5,21,1,1,0,0,28,46,20,7,0
39,4,4,4,0,1,0,559,79,0,0,1,2,0,0,12,41,0,10,1
40,8,0,0,0,0,0,600,116,0,11,5,2,0,0,18,36,6,5,0
89,9,5,1,2,1,0,767,240,12,36,2,1,0,1,8,25,17,11,1
58,5,7,1,0,0,0,530,61,3,30,1,1,0,0,19,26,5,9,1
64,4,5,0,0,0,0,526,75,11,30,1,0,0,0,10,43,16,6,0
33,4,1,1,0,0,0,468,72,1,4,6,0,0,0,2,44,11,8,0
98,4,4,1,2,1,0,445,104,1,32,1,1,0,1,22,50,16,9,0
47,1,2,2,0,1,0,456,58,4,11,1,3,0,0,18,38,12,6,1
59,5,6,2,0,0,0,511,136,7,11,2,0,1,1,32,26,7,10,1
38,1,3,3,0,1,0,639,79,0,10,2,1,0,0,16,51,0,9,1
51,6,5,2,0,0,0,901,78,4,15,1,1,0,0,20,42,11,8,0
88,7,2,2,3,0,0,640,177,9,28,3,0,0,0,27,42,12,10,1
62,6,5,0,0,1,0,570,104,7,9,1,2,1,1,19,39,14,7,1
36,6,8,1,1,0,1,673,119,0,12,2,0,0,0,12,49,8,12,1
100,10,4,4,0,0,0,551,127,12,28,2,0,1,1,4,44,14,10,1
43,8,6,1,0,0,0,642,148,7,25,4,1,1,0,12,41,15,11,1
36,3,2,1,1,0,0,571,34,0,4,2,3,0,1,26,48,7,6,1
61,4,3,0,1,0,0,672,106,6,18,1,0,1,0,10,38,22,5,1
47,2,4,0,2,0,0,635,32,0,2,1,0,0,0,13,45,9,7,0
55,5,5,0,1,0,0,660,137,0,11,1,1,0,0,22,44,7,7,0
49,4,5,0,0,0,0,603,87,0,5,1,0,0,0,15,39,9,6,0
57,8,5,2,0,1,0,683,87,4,16,2,0,0,0,10,38,16,10,0
45,2,3,1,0,0,0,585,116,0,4,1,0,0,0,14,44,5,5,0
30,2,4,0,0,1,0,408,67,1,0,1,0,0,0,17,45,0,6,0
85,1,4,1,0,0,0,522,97,8,19,1,0,0,0,20,44,24,6,0
30,2,2,2,1,0,0,477,51,5,13,2,0,0,1,0,36,0,7,0
98,5,4,1,1,0,0,451,120,10,23,1,1,0,1,21,48,23,7,1
78,0,2,0,2,0,0,622,156,4,10,2,0,0,0,30,48,16,6,0
54,4,4,1,2,0,0,533,70,5,14,1,4,0,0,0,36,13,8,0
58,1,4,0,0,0,0,544,36,8,15,1,0,0,0,17,50,12,5,0
94,6,6,2,0,0,0,503,107,7,26,2,0,0,0,1,38,24,10,0
68,4,6,2,0,1,1,552,133,1,5,2,0,1,0,18,43,12,11,1
37,4,5,2,0,1,0,449,170,3,3,4,1,0,0,11,35,6,12,1
62,3,5,4,2,1,0,463,177,7,12,2,0,0,0,28,45,9,14,1
30,5,4,1,1,0,0,412,118,0,0,2,1,0,0,20,37,0,8,1
57,0,4,1,1,1,0,469,73,2,17,1,0,0,1,13,40,4,8,0
71,5,5,1,0,2,0,594,110,3,11,5,1,0,0,29,38,13,13,1
80,6,6,0,0,0,0,691,90,0,7,2,0,0,0,34,41,11,8,0
96,5,6,3,0,1,0,565,142,7,23,1,0,0,0,23,40,11,11,1
62,3,8,0,1,1,0,610,47,7,17,2,0,0,0,11,36,18,12,0
77,4,7,0,0,0,1,470,184,5,2,2,3,1,0,9,42,12,9,1
40,3,8,3,1,0,0,571,92,0,6,1,2,0,0,18,36,11,13,1
111,6,4,0,0,1,0,618,81,8,26,2,0,0,0,18,49,19,7,0
50,3,5,2,0,0,0,514,87,0,12,2,0,1,0,10,25,9,9,1
48,4,5,1,0,0,0,471,132,3,0,1,2,1,0,30,37,0,7,1
80,1,5,2,0,2,1,510,140,8,17,3,1,1,0,27,38,17,12,1
78,5,9,1,1,0,0,624,24,7,18,2,2,0,1,0,41,15,13,1
128,6,5,4,3,0,0,659,85,7,30,2,1,0,1,22,46,23,14,1
64,2,7,3,0,0,0,623,71,2,15,1,0,0,0,22,41,6,11,1
30,0,2,0,0,0,0,586,88,0,0,3,0,0,0,0,49,0,5,0
65,2,5,0,0,0,0,608,52,6,21,1,1,0,0,20,37,4,6,0
95,1,4,2,1,1,1,346,120,7,27,1,0,0,0,31,47,11,9,1
66,0,0,0,1,0,0,579,48,5,9,1,1,0,0,14,44,7,2,0
103,7,8,4,0,0,0,410,158,5,19,1,0,0,0,7,35,20,13,0
103,9,8,0,0,1,1,795,93,13,39,2,1,0,0,1,45,24,11,1
30,7,5,2,0,0,1,636,136,3,10,1,0,1,0,20,23,6,8,1
72,3,5,2,0,0,0,413,71,0,18,1,1,0,0,2,51,4,8,0
30,2,2,1,0,0,0,657,26,0,2,2,1,0,0,20,38,0,5,0
75,2,8,1,1,0,0,607,101,9,24,1,2,0,0,20,36,11,11,1
79,3,5,0,1,0,0,477,92,5,13,1,0,0,0,41,31,20,7,0
71,3,4,3,1,1,0,353,107,5,19,1,1,0,1,21,46,1,10,1
30,3,4,3,0,0,0,576,42,0,3,1,0,0,0,20,40,0,8,0
69,4,5,4,1,0,0,466,76,0,11,1,0,0,0,29,31,2,11,1
30,0,5,0,0,0,1,406,38,0,0,1,0,0,0,17,38,0,6,0
30,1,8,3,4,1,0,388,98,3,4,1,0,0,1,20,34,6,17,1
30,5,4,1,0,0,0,622,43,0,0,1,0,0,0,17,34,0,6,0
30,0,0,2,1,0,1,475,105,0,0,3,3,0,0,17,47,7,6,1
60,8,6,4,1,1,0,576,185,6,7,2,4,0,1,8,37,7,14,1
67,3,2,0,1,0,0,351,106,10,13,1,0,0,1,21,45,6,4,1
96,3,6,0,1,2,0,583,97,7,18,1,0,0,0,5,36,6,10,1
71,7,3,1,0,0,0,755,140,7,23,5,1,0,0,2,39,18,9,0
36,2,7,1,2,0,0,493,95,5,0,2,2,0,0,8,37,2,12,1
49,9,4,1,0,1,0,404,127,1,6,2,3,1,0,8,41,0,8,1
98,0,2,1,0,0,0,617,59,7,21,1,0,0,0,25,40,13,4,0
48,2,4,2,0,1,0,534,98,2,6,1,0,0,0,18,38,13,8,0
60,3,2,3,0,0,0,370,75,0,18,1,1,0,1,8,28,0,6,1
68,2,6,1,0,0,0,441,49,5,7,1,0,0,0,0,49,2,8,0
59,4,3,0,1,0,0,450,151,0,15,3,1,0,0,26,28,12,7,1
62,10,5,0,2,0,0,655,114,5,20,1,3,0,0,0,39,12,8,1
35,2,3,4,0,0,0,594,61,1,0,1,1,0,0,21,42,0,8,0
88,1,8,3,0,0,0,296,108,11,17,1,2,0,0,15,44,3,12,1
30,3,5,3,0,0,0,609,83,0,4,2,2,0,0,7,43,0,10,0
67,3,6,0,1,0,0,679,118,8,25,3,1,0,0,13,40,12,10,0
36,0,6,1,0,0,0,425,36,0,0,2,0,0,1,26,47,0,9,0
102,1,4,1,1,0,0,410,53,6,25,1,0,0,0,12,27,16,7,0
87,4,5,3,0,0,1,305,182,8,25,1,0,1,0,45,39,5,9,1
36,0,2,2,1,1,0,474,91,2,0,1,1,0,0,26,40,3,7,1
36,5,4,0,0,0,0,559,120,3,7,1,0,0,0,9,32,3,5,0
44,6,5,1,2,0,0,423,58,0,11,1,0,0,0,28,35,7,9,0
63,3,3,1,0,0,0,588,94,6,13,2,0,0,0,0,45,18,6,0
64,4,4,1,0,0,1,576,84,0,13,2,2,0,0,21,49,10,7,1
128,7,6,2,0,0,0,637,124,15,44,1,0,0,0,4,29,25,9,0
30,0,4,3,0,0,0,490,115,0,0,2,1,0,0,20,41,0,9,0
91,4,8,1,0,2,0,462,154,12,21,1,0,0,0,11,46,29,12,1
58,0,3,2,0,1,1,560,97,0,0,1,0,0,0,8,29,2,7,1
73,7,3,2,1,0,0,543,139,4,20,3,0,0,0,35,39,15,9,0
79,0,3,3,0,0,0,540,57,6,31,1,2,0,0,5,34,18,7,0
73,6,7,1,1,0,0,683,155,10,10,2,0,0,1,12,39,11,11,1
67,8,7,3,0,0,0,594,60,7,11,2,0,0,0,16,29,27,12,1
53,5,3,0,1,0,0,635,102,4,11,1,0,0,0,9,44,4,5,0
58,0,3,3,0,0,0,339,57,5,9,1,0,1,0,6,46,11,7,0
47,2,3,1,0,1,1,513,97,1,19,1,1,0,0,20,40,11,6,1
80,6,5,0,1,0,0,377,101,5,22,2,1,0,1,24,44,13,8,0
30,0,0,0,0,0,0,559,83,0,5,2,1,0,0,20,30,0,2,0
48,4,2,3,1,2,0,321,147,4,4,3,4,1,0,37,43,15,11,1
38,4,2,2,0,1,0,529,91,0,0,1,1,0,0,11,37,0,6,0
40,1,9,0,1,0,0,419,48,0,8,1,0,0,0,30,33,0,11,0
41,4,6,4,0,0,0,606,90,4,0,1,2,0,0,17,44,0,11,1
74,8,5,3,1,0,0,461,170,10,27,4,0,1,0,22,33,9,13,0
124,5,9,3,0,0,1,534,101,8,33,2,0,0,0,8,32,27,14,1
76,4,8,4,0,0,0,398,112,4,24,2,3,0,1,14,35,20,14,1
30,3,1,2,0,1,0,666,58,0,8,3,1,0,0,19,37,5,7,0
64,2,0,1,0,0,0,395,97,1,16,2,2,0,0,16,39,10,3,0
30,5,7,0,0,0,0,556,89,0,1,1,1,0,0,0,37,0,8,0
84,2,7,2,1,0,0,335,89,6,6,1,0,0,0,25,38,16,11,1
107,5,3,2,1,1,0,493,100,10,22,1,0,0,0,20,45,19,8,0
63,0,2,0,0,0,1,644,84,3,21,2,0,0,0,15,38,18,4,0
71,6,2,3,0,2,0,486,126,0,14,1,0,0,1,39,49,21,8,1
60,3,4,2,2,0,0,591,111,5,13,4,0,0,0,15,38,10,12,1
30,0,8,2,0,0,0,600,87,0,0,5,3,1,1,20,38,0,15,1
34,4,7,2,0,0,0,591,119,0,0,1,3,0,0,13,44,0,10,1
67,0,2,2,1,0,0,604,55,5,6,1,0,0,0,12,44,7,6,0
102,5,5,3,1,0,0,472,63,5,19,1,2,0,0,22,47,8,10,1
77,3,8,3,1,0,0,543,130,10,23,2,0,1,1,24,32,23,14,1
38,4,2,1,0,1,0,554,65,1,20,1,0,0,0,1,43,18,5,1
52,4,4,0,0,0,1,431,123,3,2,1,0,1,0,23,41,13,5,1
51,6,3,4,0,0,0,546,100,4,16,1,0,0,0,14,42,13,8,0
73,7,5,2,1,0,0,656,59,10,26,2,1,0,0,0,51,18,10,0
79,7,4,0,1,0,0,493,144,2,17,1,0,0,0,9,30,8,6,1
37,5,4,0,0,0,0,598,91,2,0,2,0,0,0,15,29,8,6,0
99,0,6,2,1,1,0,369,128,10,33,1,3,1,1,34,48,13,11,1
79,5,7,3,0,0,0,541,87,6,21,4,3,0,0,29,40,4,14,1
70,0,4,0,1,1,0,531,71,6,11,1,2,0,0,10,38,5,7,1
30,3,0,0,0,0,1,512,93,1,1,1,1,0,0,20,36,0,1,0
71,8,3,1,0,0,0,606,131,1,13,2,0,0,0,23,48,23,6,1
36,0,1,2,2,0,1,547,104,0,5,1,0,0,0,26,43,3,6,0
30,3,4,2,2,1,0,418,164,0,0,1,1,0,0,14,26,8,10,1
70,3,6,3,2,0,0,567,135,3,18,3,0,0,0,44,31,9,14,1
56,2,4,2,0,0,0,612,75,4,11,2,0,0,0,27,42,11,8,0
65,6,7,0,0,0,0,393,38,9,23,1,0,0,0,9,48,9,8,0
83,0,5,1,0,1,0,501,112,10,28,2,0,1,0,14,28,14,9,1
59,2,0,2,0,0,0,548,94,1,15,3,1,0,0,15,44,13,5,0
102,3,7,2,1,0,0,634,86,11,25,1,1,0,0,12,36,20,11,1
52,1,6,3,1,0,0,481,119,4,3,1,0,0,0,13,42,5,11,1
79,6,5,2,0,0,0,441,178,8,24,2,0,0,1,0,40,21,9,0
30,0,1,1,0,0,0,495,83,2,4,1,0,0,0,20,54,2,3,0
65,4,7,0,1,0,0,603,58,5,10,1,1,0,0,6,47,12,9,1
46,7,0,3,1,0,0,480,119,0,9,3,0,0,0,18,37,6,7,1
68,1,6,0,1,2,0,606,61,5,15,1,0,0,0,7,62,8,10,1
89,8,6,1,2,0,0,556,68,3,18,2,3,0,0,23,35,10,11,1
30,2,3,0,0,0,0,490,24,0,0,1,1,0,1,12,43,0,4,0
76,5,4,1,1,0,1,585,106,6,24,2,1,0,1,7,36,10,8,1
40,0,4,2,0,0,0,491,93,4,14,1,0,0,0,17,40,0,7,0
61,3,1,3,3,0,0,596,83,6,24,2,0,0,0,16,45,15,9,0
96,3,4,2,0,0,0,505,8,0,18,2,0,0,0,7,32,17,8,0
30,6,4,3,0,0,0,655,64,3,12,1,0,0,0,0,44,7,8,0
63,0,6,1,1,0,0,601,123,0,18,2,1,1,0,13,43,14,10,1
55,0,3,0,1,0,1,404,56,0,0,1,0,0,1,31,40,6,5,1
90,6,2,1,0,0,0,527,135,5,25,4,1,0,0,23,33,13,7,0
35,3,5,0,1,1,0,371,122,1,10,1,0,0,0,10,43,0,8,1
85,5,5,2,1,0,0,439,149,7,12,2,1,0,0,18,37,17,10,1
30,0,2,0,1,0,0,496,71,0,0,1,0,0,0,12,45,0,4,0
102,1,4,0,1,0,0,462,46,2,20,1,2,0,0,17,46,11,6,1
30,4,4,5,3,1,0,290,139,1,8,1,1,1,0,18,40,0,14,1
86,3,8,3,0,0,0,474,127,8,25,2,4,0,1,20,46,16,13,1
63,6,1,0,1,0,0,753,72,6,15,2,2,0,1,1,41,9,4,0
66,7,6,1,0,0,0,619,95,5,20,1,0,0,0,15,52,10,8,1
43,7,0,2,0,0,0,595,99,4,18,2,1,0,0,12,47,13,4,0
67,6,4,0,0,0,0,582,77,7,21,2,0,0,0,22,35,16,6,0
45,0,3,3,1,0,0,464,35,0,5,1,1,0,0,0,45,10,8,0
99,2,5,0,1,0,1,407,69,10,11,2,1,0,1,13,34,11,8,1
96,6,6,3,0,0,0,560,163,0,34,1,0,0,0,28,41,22,10,0
100,5,7,3,0,0,0,359,197,11,21,1,1,0,1,52,38,12,11,1
79,7,3,2,0,0,1,717,164,10,39,2,0,1,0,34,31,22,7,1
35,3,0,0,0,0,0,515,90,3,8,1,0,1,0,8,43,8,1,0
102,3,5,2,2,1,0,406,127,9,31,4,0,0,1,23,37,17,14,1
69,3,3,0,0,0,0,606,162,2,15,3,0,0,0,13,42,5,6,0
30,4,0,2,0,0,0,503,73,0,0,1,0,1,0,20,33,0,3,0
87,1,2,0,1,0,0,461,98,4,24,2,2,0,0,17,38,7,5,0
66,2,3,0,1,2,0,542,189,1,9,6,1,0,0,44,41,7,12,1
100,2,9,1,2,0,1,669,122,10,33,2,0,0,0,28,44,19,14,1
30,2,4,1,0,0,0,568,23,6,13,2,1,0,0,6,45,8,7,0
59,1,2,2,0,0,0,440,44,4,12,1,0,0,1,26,56,8,5,0
75,5,7,0,0,0,0,562,138,9,22,1,2,0,0,19,38,12,8,1
30,1,6,1,1,0,0,432,130,0,2,2,2,0,0,20,37,0,10,1
84,2,4,3,1,0,1,380,96,6,26,1,0,0,0,26,39,14,9,1
42,2,3,2,2,0,0,529,64,2,0,1,0,0,0,24,49,0,8,0
72,2,3,1,0,0,0,521,13,5,25,1,0,0,1,14,44,17,5,0
89,7,4,0,0,0,0,657,197,10,26,5,0,0,0,25,38,17,9,0
80,4,4,0,1,0,0,511,71,8,11,3,1,0,0,13,40,3,8,0
31,5,4,0,0,2,0,569,116,0,4,3,1,0,0,21,29,0,9,1
78,1,6,1,1,0,0,542,61,7,9,1,0,0,0,8,30,7,9,0
79,6,7,1,0,1,0,609,144,7,18,1,0,0,0,17,33,7,10,1
77,9,7,1,2,0,0,300,157,7,19,1,2,0,0,19,33,13,11,1
